Product,category_name,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_kg_per_kg,recyclability_percent,Material_Cost_INR
Recycled Plastic Food Storage Container,Food Packaging,Recycled Plastic,385.9,417.22,70,6.41064618584702,39.31,20861.0
Plant-Based Motor Support Frame,Home Appliances,Plant-Based,303.43,467.8,85,2.59962119381719,64.93,23390.0
Bioplastic Engineered Application Unit,Automotive,Bioplastic,463.39,676.66,85,5.132184505548276,54.4,33833.0
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,279.98,992.85,57,4.028241702354979,4.32,49642.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,657.59,275.55,2,7.686411174322059,74.15,13777.5
Bioplastic Engineered Application Unit,Toys,Bioplastic,503.44,707.84,50,4.591833302440147,18.27,35392.0
Composite Food Storage Container,Food Packaging,Composite,858.03,729.91,37,9.29647439478205,87.47,36495.5
Bioplastic Takeaway Clamshell Box,Food Packaging,Bioplastic,561.48,807.17,90,5.3617367169000065,99.83,40358.5
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,835.33,124.15,37,5.694809148434251,76.07,6207.5
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,873.17,57.68,23,8.88997695217869,29.17,2884.0
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,35.29,145.6,68,1.5852550258884759,0.95,7280.0
Biopolymer Barrier Cream Tube,Cosmetics,Biopolymer,885.95,154.77,64,6.546517416307812,71.29,7738.5
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,329.04,352.07,89,7.558150360598966,42.34,17603.5
Recycled Metal High-Gloss Skincare Tube,Cosmetics,Recycled Metal,385.94,164.54,86,7.647907850641593,7.14,8227.0
Recycled Metal Diagnostic Cartridge,Healthcare,Recycled Metal,425.08,264.77,46,8.180400459658362,56.64,13238.5
Recycled Fiber Specimen Collection Container,Healthcare,Recycled Fiber,601.31,535.06,98,4.208129596570927,75.69,26753.0
Bioplastic Engineered Application Unit,Textiles,Bioplastic,467.03,250.04,68,5.094191414533929,58.94,12502.0
Recycled Plastic Barrier Cream Tube,Cosmetics,Recycled Plastic,414.03,230.74,44,6.537737579592635,5.9,11537.0
Bio-Composite Food Storage Container,Food Packaging,Bio-Composite,391.4,525.49,14,5.196035482302283,69.1,26274.5
Biopolymer Engineered Application Unit,Automotive,Biopolymer,353.32,380.47,0,3.67055711317352,72.44,19023.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,603.43,498.72,11,7.570920157280199,14.54,24936.0
Recycled Plastic Specimen Collection Container,Healthcare,Recycled Plastic,503.99,318.89,94,7.061819771466937,93.99,15944.5
Recycled Fiber Medical Dose Dispenser,Healthcare,Recycled Fiber,392.0,666.08,20,3.450991176397815,46.1,33304.0
Bio-Composite Sterile Injection Syringe,Healthcare,Bio-Composite,879.87,851.01,20,7.312818097320681,66.6,42550.5
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,478.99,253.12,51,3.973441203694104,21.3,12656.0
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,719.39,176.58,20,4.611717347303358,2.0,8829.0
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,466.03,575.61,33,3.288262934208188,41.75,28780.5
Plant-Based Engineered Application Unit,Textiles,Plant-Based,60.67,695.03,3,1.5519153786653654,34.45,34751.5
Bio-Composite Medical Dose Dispenser,Healthcare,Bio-Composite,439.6,276.66,81,5.343433597778421,47.76,13833.0
Composite Appliance Housing Panel,Home Appliances,Composite,524.88,365.66,78,7.637578321720448,85.22,18283.0
Bioplastic Engineered Application Unit,Toys,Bioplastic,164.09,278.14,78,3.6534784765087567,90.87,13907.0
Bioplastic Engineered Application Unit,Toys,Bioplastic,595.4,442.25,86,5.423446896255031,31.81,22112.5
Composite Engineered Application Unit,Furniture,Composite,287.52,658.76,26,6.7021406439977955,39.07,32938.0
Composite Engineered Application Unit,Toys,Composite,208.02,536.78,32,6.075214816985164,19.79,26839.0
Agro-Waste Fiber Medical Dose Dispenser,Healthcare,Agro-Waste Fiber,195.94,21.01,62,1.574749849984722,48.31,1050.5
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,590.67,961.26,90,4.82295803835417,6.23,48063.0
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,143.8,177.44,50,6.917142169324817,37.5,8872.0
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,388.74,220.95,95,3.4194957937980868,8.64,11047.5
Recycled Plastic Toothpaste Laminate Tube,Cosmetics,Recycled Plastic,280.84,262.5,33,6.049634251906789,61.6,13125.0
Recycled Metal Reinforced Roofing Sheet,Construction,Recycled Metal,151.57,838.65,66,6.677109313200419,36.06,41932.5
Composite Engineered Application Unit,Furniture,Composite,220.64,942.87,61,6.269029807011909,18.94,47143.5
Biopolymer Engineered Application Unit,Furniture,Biopolymer,106.64,839.36,86,2.054984286943208,12.48,41968.0
Natural Fiber Thermal Insulation Insert,Home Appliances,Natural Fiber,649.29,792.99,78,4.242489733261081,25.17,39649.5
Composite Engineered Application Unit,Electronics,Composite,111.18,596.82,95,5.751751948857393,69.63,29841.0
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,836.04,397.54,85,7.1302688923562165,0.01,19877.0
Composite Engineered Application Unit,Automotive,Composite,66.87,924.5,44,5.375858458977748,39.85,46225.0
Composite Engineered Application Unit,Electronics,Composite,181.04,857.13,70,5.635842867576913,82.98,42856.5
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,353.56,332.62,68,5.1373733991404205,7.37,16631.0
Composite Surgical Instrument Tray,Healthcare,Composite,320.36,254.06,11,6.839905928743535,99.83,12703.0
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,767.85,173.05,57,9.799112956324933,56.14,8652.5
Bioplastic Diagnostic Cartridge,Healthcare,Bioplastic,499.33,488.36,85,4.9157108286273345,62.42,24418.0
Natural Fiber Rear Casing Structure,Home Appliances,Natural Fiber,123.28,572.8,44,2.0223208722839385,20.39,28640.0
Bioplastic Engineered Application Unit,Toys,Bioplastic,864.21,792.17,63,7.217544090033786,91.79,39608.5
Bio-Composite Sterile Injection Syringe,Healthcare,Bio-Composite,40.9,571.5,69,3.3952520511622706,24.15,28575.0
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,823.23,224.87,14,5.7505105334793205,55.95,11243.5
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,782.45,969.39,40,4.527779734187616,47.9,48469.5
Recycled Metal Toothpaste Laminate Tube,Cosmetics,Recycled Metal,665.45,355.31,58,9.163372633900241,74.77,17765.5
Recycled Plastic Rear Casing Structure,Home Appliances,Recycled Plastic,408.09,457.22,41,6.30266177638933,93.98,22861.0
Recycled Metal Modular Decking Board,Construction,Recycled Metal,752.52,631.03,71,9.850952129929896,79.31,31551.5
Recycled Metal Compostable Meal Tray,Food Packaging,Recycled Metal,50.32,675.03,65,6.286720709960874,64.11,33751.5
Recycled Plastic Thermal Insulation Insert,Home Appliances,Recycled Plastic,264.46,557.89,62,5.791909775305603,13.74,27894.5
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,154.46,254.66,63,2.43415172562466,33.87,12733.0
Plant-Based Engineered Application Unit,Textiles,Plant-Based,233.62,844.49,62,2.4145657210429325,93.45,42224.5
Bio-Composite Rear Casing Structure,Home Appliances,Bio-Composite,671.7,415.67,68,6.053367518142632,61.8,20783.5
Recycled Metal Internal Support Chassis,Home Appliances,Recycled Metal,354.26,936.91,91,7.651905594419777,98.74,46845.5
Plant-Based Engineered Application Unit,Toys,Plant-Based,526.09,159.87,41,3.794478718824612,38.37,7993.5
Bioplastic Laminated Lotion Tube,Cosmetics,Bioplastic,497.7,168.94,46,4.894952263228284,82.38,8447.0
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,449.23,349.62,67,6.58650878472837,61.91,17481.0
Natural Fiber Toothpaste Laminate Tube,Cosmetics,Natural Fiber,100.57,88.77,51,1.9065574855300789,55.6,4438.5
Composite Engineered Application Unit,Furniture,Composite,124.45,391.74,31,5.364349986055204,22.14,19587.0
Bioplastic Medical Dose Dispenser,Healthcare,Bioplastic,837.03,770.17,30,6.624834038441779,68.37,38508.5
Recycled Plastic Compostable Meal Tray,Food Packaging,Recycled Plastic,410.87,107.3,85,6.620078805160961,60.82,5365.0
Plant-Based Laminated Lotion Tube,Cosmetics,Plant-Based,188.54,439.54,40,1.8279360172179762,72.4,21977.0
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,40.55,525.09,69,1.159381131202635,6.85,26254.5
Bio-Composite Disposable Serving Bowl,Food Packaging,Bio-Composite,796.39,88.97,94,6.868174604960526,39.42,4448.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,599.69,201.93,2,9.280173898689183,60.03,10096.5
Recycled Plastic Modular Decking Board,Construction,Recycled Plastic,236.63,32.19,54,5.658000740500845,59.03,1609.5
Biopolymer Barrier Cream Tube,Cosmetics,Biopolymer,378.56,762.88,2,4.027054027341071,4.75,38144.0
Biopolymer Engineered Application Unit,Textiles,Biopolymer,680.44,447.7,5,5.551404790596564,77.53,22385.0
Composite Motor Support Frame,Home Appliances,Composite,71.06,636.93,38,5.2297919994511854,92.93,31846.5
Plant-Based Exterior Cladding Panel,Construction,Plant-Based,620.44,926.8,62,3.691502690268822,35.56,46340.0
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,892.21,206.48,84,5.333201150932767,91.49,10324.0
Composite Medical Dose Dispenser,Healthcare,Composite,159.67,618.46,84,5.812807669424974,76.65,30923.0
Bio-Composite Appliance Housing Panel,Home Appliances,Bio-Composite,113.63,339.49,59,3.6793152055150258,4.48,16974.5
Plant-Based Engineered Application Unit,Toys,Plant-Based,343.84,163.0,12,2.673894505523432,24.45,8150.0
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,378.6,144.38,69,4.806914460239858,2.87,7219.0
Recycled Plastic Toothpaste Laminate Tube,Cosmetics,Recycled Plastic,462.97,739.01,42,7.21654460219634,53.24,36950.5
Bioplastic Engineered Application Unit,Textiles,Bioplastic,706.88,516.88,18,5.739929187697844,1.64,25844.0
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,579.4,678.38,51,9.043790095672849,7.21,33919.0
Recycled Fiber Appliance Housing Panel,Home Appliances,Recycled Fiber,87.35,285.97,15,1.8218296283633217,76.19,14298.5
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,163.79,334.38,38,1.9517942764519154,3.02,16719.0
Biopolymer Engineered Application Unit,Automotive,Biopolymer,534.12,361.07,93,4.607179433485207,33.6,18053.5
Composite Diagnostic Cartridge,Healthcare,Composite,558.52,630.64,6,7.631913145165749,84.57,31532.0
Bioplastic Rear Casing Structure,Home Appliances,Bioplastic,196.28,545.92,44,3.5956448420472475,94.1,27296.0
Biopolymer Engineered Application Unit,Automotive,Biopolymer,612.13,459.31,45,5.338778719189992,33.03,22965.5
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,264.81,707.07,39,5.918052732249332,8.97,35353.5
Recycled Plastic Food Storage Container,Food Packaging,Recycled Plastic,42.8,441.94,82,4.734676399242419,33.55,22097.0
Composite Engineered Application Unit,Automotive,Composite,296.03,624.28,58,6.2828619001801504,45.52,31214.0
Agro-Waste Fiber Acoustic Dampening Board,Home Appliances,Agro-Waste Fiber,469.6,489.36,11,3.2513650531648906,12.64,24468.0
Bio-Composite Specimen Collection Container,Healthcare,Bio-Composite,162.0,793.6,49,4.2412699263458595,81.02,39680.0
Recycled Plastic Internal Support Chassis,Home Appliances,Recycled Plastic,616.4,721.79,69,7.505861075240981,45.63,36089.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,332.19,956.82,68,6.085753284129627,56.97,47841.0
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,105.46,481.85,38,1.9150821738038004,55.47,24092.5
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,501.42,102.89,87,8.409217153101118,79.61,5144.5
Recycled Plastic Toothpaste Laminate Tube,Cosmetics,Recycled Plastic,765.27,224.28,38,7.777290089265523,64.94,11214.0
Recycled Plastic Specimen Collection Container,Healthcare,Recycled Plastic,142.91,559.93,34,5.295557077171143,8.37,27996.5
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,246.97,654.0,62,2.2657395647290772,37.72,32700.0
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,317.5,851.67,70,5.7654473762416405,49.0,42583.5
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,407.41,995.59,3,3.68768798994651,25.2,49779.5
Biopolymer Engineered Application Unit,Furniture,Biopolymer,380.4,567.83,9,3.685596442991613,75.33,28391.5
Biopolymer Diagnostic Cartridge,Healthcare,Biopolymer,686.69,231.77,74,5.365716189223249,56.85,11588.5
Bioplastic Fresh Produce Crate,Food Packaging,Bioplastic,243.49,812.55,75,4.010738478237716,3.62,40627.5
Plant-Based Engineered Application Unit,Toys,Plant-Based,112.21,656.62,20,1.2792068403950971,99.59,32831.0
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,580.61,280.1,75,4.096530353080448,1.93,14005.0
Natural Fiber Thermal Insulation Insert,Home Appliances,Natural Fiber,418.81,661.68,34,3.347911237912468,66.43,33084.0
Agro-Waste Fiber Thermal Insulation Slab,Construction,Agro-Waste Fiber,162.17,225.71,25,1.8407474728020738,90.36,11285.5
Recycled Metal Toothpaste Laminate Tube,Cosmetics,Recycled Metal,880.15,981.3,96,10.085881656453608,92.33,49065.0
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,159.7,370.02,89,1.6800379473674354,84.24,18501.0
Bioplastic Modular Decking Board,Construction,Bioplastic,416.74,892.96,41,4.6998999079923385,3.59,44648.0
Bio-Composite Appliance Housing Panel,Home Appliances,Bio-Composite,861.8,225.99,51,6.897167903261536,16.14,11299.5
Plant-Based Surgical Instrument Tray,Healthcare,Plant-Based,802.67,76.18,51,5.173050267581444,73.19,3809.0
Plant-Based Motor Support Frame,Home Appliances,Plant-Based,880.29,198.47,24,5.576771175968435,63.81,9923.5
Biopolymer Engineered Application Unit,Automotive,Biopolymer,120.88,619.39,16,2.542042885348795,99.91,30969.5
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,456.8,674.77,55,5.534469272459602,15.18,33738.5
Recycled Fiber Eco Cutlery Set,Food Packaging,Recycled Fiber,794.89,16.98,60,5.701741114864969,76.65,849.0
Natural Fiber Compostable Meal Tray,Food Packaging,Natural Fiber,525.58,522.45,10,3.8485235851434414,17.32,26122.5
Bio-Composite Surgical Instrument Tray,Healthcare,Bio-Composite,386.69,198.94,71,4.843160921935014,15.04,9947.0
Bio-Composite Takeaway Clamshell Box,Food Packaging,Bio-Composite,649.17,663.14,39,6.051284421483408,35.57,33157.0
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,664.73,532.94,98,4.816137298126763,8.24,26647.0
Plant-Based Engineered Application Unit,Toys,Plant-Based,454.53,453.63,87,3.386601783940836,50.44,22681.5
Plant-Based Engineered Application Unit,Furniture,Plant-Based,389.55,266.12,61,2.882914627791872,20.95,13306.0
Composite Engineered Application Unit,Toys,Composite,813.18,885.91,27,8.626399798947594,37.03,44295.5
Recycled Fiber Surgical Instrument Tray,Healthcare,Recycled Fiber,645.1,610.08,74,4.979242778915315,23.9,30504.0
Recycled Metal High-Gloss Skincare Tube,Cosmetics,Recycled Metal,226.21,323.62,38,7.169094644368979,50.9,16181.0
Bio-Composite Diagnostic Cartridge,Healthcare,Bio-Composite,617.72,94.19,29,6.012675100664633,5.15,4709.5
Recycled Plastic Rear Casing Structure,Home Appliances,Recycled Plastic,367.74,848.21,36,6.510131677684658,46.79,42410.5
Biopolymer Engineered Application Unit,Furniture,Biopolymer,809.05,359.42,97,6.350177719296552,19.87,17971.0
Composite Engineered Application Unit,Electronics,Composite,143.17,97.27,19,5.155467686102421,62.93,4863.5
Composite Load-Bearing Partition Board,Construction,Composite,563.55,202.65,13,7.904602729984415,90.51,10132.5
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,853.51,949.24,66,8.482220157837931,16.8,47462.0
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,172.72,855.7,82,2.1634221013597883,74.5,42785.0
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,249.54,21.93,60,2.4732854404749163,23.04,1096.5
Plant-Based Engineered Application Unit,Automotive,Plant-Based,215.07,739.92,33,2.20249530528811,59.63,36996.0
Natural Fiber Compostable Meal Tray,Food Packaging,Natural Fiber,546.67,480.59,84,3.833500477101069,31.29,24029.5
Bio-Composite Thermal Insulation Insert,Home Appliances,Bio-Composite,360.41,60.55,28,4.42740197763617,66.83,3027.5
Bio-Composite IV Fluid Connector,Healthcare,Bio-Composite,599.34,27.79,48,5.906626361748667,5.65,1389.5
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,853.65,260.67,60,5.149619527027957,25.49,13033.5
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,222.57,373.43,75,2.1159284657350446,86.49,18671.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,435.33,403.22,15,3.9422837399054953,12.71,20161.0
Bioplastic Compostable Meal Tray,Food Packaging,Bioplastic,192.46,542.15,83,3.6677120853746032,35.35,27107.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,309.06,566.7,81,5.915725542070696,88.58,28335.0
Recycled Fiber High-Gloss Skincare Tube,Cosmetics,Recycled Fiber,264.34,140.01,72,2.894189976318905,64.4,7000.5
Plant-Based Exterior Cladding Panel,Construction,Plant-Based,604.68,44.56,91,3.9214212094268732,31.59,2228.0
Recycled Plastic Reinforced Roofing Sheet,Construction,Recycled Plastic,739.62,657.99,34,8.234534125542421,70.44,32899.5
Agro-Waste Fiber Eco Cutlery Set,Food Packaging,Agro-Waste Fiber,426.75,335.63,11,3.112125526914055,42.76,16781.5
Composite Sterile Injection Syringe,Healthcare,Composite,345.97,980.3,90,6.484447184542293,88.8,49015.0
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,142.93,716.73,82,2.0786688206506336,87.47,35836.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,263.9,348.64,26,7.356492517468417,59.76,17432.0
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,670.03,330.18,57,5.03046673220607,33.98,16509.0
Agro-Waste Fiber Reinforced Roofing Sheet,Construction,Agro-Waste Fiber,28.31,182.54,86,0.7689120575666345,70.88,9127.0
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,15.98,333.94,26,6.487926777199384,52.08,16697.0
Bioplastic Engineered Application Unit,Toys,Bioplastic,599.07,169.81,9,5.896234660735034,61.19,8490.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,443.35,834.65,72,4.197287769859682,20.38,41732.5
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,35.25,149.25,50,0.91661949476002,66.21,7462.5
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,622.72,647.1,11,3.7751869602670625,74.62,32355.0
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,291.98,866.94,58,2.2462594939334664,49.25,43347.0
Natural Fiber Eco Cutlery Set,Food Packaging,Natural Fiber,298.13,411.19,41,2.409306113488088,22.01,20559.5
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,344.3,613.58,4,7.70625219653588,80.76,30679.0
Bioplastic Engineered Application Unit,Electronics,Bioplastic,495.36,896.46,91,5.276176054770172,30.01,44823.0
Recycled Fiber Motor Support Frame,Home Appliances,Recycled Fiber,226.52,350.71,76,2.5103829875046566,61.76,17535.5
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,624.89,217.86,69,6.076305139202189,78.13,10893.0
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,870.68,343.35,35,5.2131719051465515,3.46,17167.5
Recycled Fiber Modular Decking Board,Construction,Recycled Fiber,765.62,389.82,36,5.402912417626209,13.99,19491.0
Recycled Metal Structural Wall Panel,Construction,Recycled Metal,629.54,710.32,55,9.200596336990275,53.51,35516.0
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,813.43,159.79,17,5.279890471953154,69.02,7989.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,467.11,626.09,99,4.292184589955571,27.93,31304.5
Composite Engineered Application Unit,Furniture,Composite,773.89,684.03,26,8.810898416245509,47.6,34201.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,608.89,897.61,89,5.144830046740134,21.85,44880.5
Composite Dual-Layer Cosmetic Tube,Cosmetics,Composite,206.72,483.61,60,6.0278366796822755,14.61,24180.5
Plant-Based Structural Wall Panel,Construction,Plant-Based,356.06,723.99,58,2.8432943743110664,2.46,36199.5
Bioplastic Engineered Application Unit,Electronics,Bioplastic,236.91,111.15,50,3.7275465634909093,93.95,5557.5
Composite High-Gloss Skincare Tube,Cosmetics,Composite,721.79,980.45,64,8.833635457419152,83.84,49022.5
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,893.15,804.81,32,5.801148819475011,21.6,40240.5
Bio-Composite Rear Casing Structure,Home Appliances,Bio-Composite,821.47,449.98,15,7.145922368630038,35.64,22499.0
Composite Dual-Layer Cosmetic Tube,Cosmetics,Composite,166.52,259.97,12,6.136284406130436,86.85,12998.5
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,486.57,840.73,55,3.716903705811313,80.97,42036.5
Recycled Plastic Surgical Instrument Tray,Healthcare,Recycled Plastic,321.74,656.04,13,6.369692537758084,66.82,32802.0
Biopolymer Motor Support Frame,Home Appliances,Biopolymer,713.32,745.76,77,5.687988521677328,28.63,37288.0
Biopolymer Engineered Application Unit,Furniture,Biopolymer,541.15,431.17,84,4.337366184213692,72.48,21558.5
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,325.32,121.46,2,2.687566952663866,48.5,6073.0
Recycled Plastic Internal Support Chassis,Home Appliances,Recycled Plastic,65.93,169.62,19,4.856685248268533,3.2,8481.0
Natural Fiber Appliance Housing Panel,Home Appliances,Natural Fiber,399.3,964.54,21,3.186109045819845,55.66,48227.0
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,264.81,84.66,26,4.380319669497915,35.21,4233.0
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,819.8,487.85,9,4.830003367608587,31.82,24392.5
Composite Engineered Application Unit,Toys,Composite,551.35,68.25,64,7.802155772077789,21.16,3412.5
Biopolymer Engineered Application Unit,Automotive,Biopolymer,220.8,115.42,25,2.9856247867313814,20.42,5771.0
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,609.78,193.96,1,4.5037544517468735,10.67,9698.0
Plant-Based Engineered Application Unit,Automotive,Plant-Based,488.86,677.13,1,3.42158237727579,48.14,33856.5
Bioplastic Engineered Application Unit,Toys,Bioplastic,284.47,901.62,60,3.8458332314555137,57.22,45081.0
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,503.44,362.57,35,3.132214836856145,49.51,18128.5
Recycled Plastic Diagnostic Cartridge,Healthcare,Recycled Plastic,664.21,659.42,90,7.874805157829728,60.27,32971.0
Recycled Metal Rear Casing Structure,Home Appliances,Recycled Metal,378.45,631.08,15,7.929671420025018,11.8,31554.0
Bio-Composite Dual-Layer Cosmetic Tube,Cosmetics,Bio-Composite,198.28,654.9,72,4.0690849227355015,47.76,32745.0
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,52.98,746.7,84,3.059449622498974,44.11,37335.0
Composite Engineered Application Unit,Automotive,Composite,417.98,180.09,39,6.769663760237686,72.86,9004.5
Composite Motor Support Frame,Home Appliances,Composite,850.9,573.02,82,9.379618260501312,83.24,28651.0
Plant-Based Engineered Application Unit,Textiles,Plant-Based,883.76,810.95,12,5.715728372375302,62.43,40547.5
Bioplastic Specimen Collection Container,Healthcare,Bioplastic,435.04,670.44,72,4.469929275522021,36.29,33522.0
Composite Medical Dose Dispenser,Healthcare,Composite,233.63,621.24,79,6.486038256712339,93.51,31062.0
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,738.77,34.95,22,6.750632211747275,62.68,1747.5
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,818.13,269.54,53,7.089237419089834,45.62,13477.0
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,456.25,617.99,59,3.7017402606908445,33.88,30899.5
Natural Fiber Exterior Cladding Panel,Construction,Natural Fiber,894.22,465.48,19,5.394196396115,32.58,23274.0
Recycled Fiber Reinforced Roofing Sheet,Construction,Recycled Fiber,42.16,186.53,33,1.9083457031849198,32.91,9326.5
Composite Medical Dose Dispenser,Healthcare,Composite,769.13,503.43,49,8.69052872771248,91.62,25171.5
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,420.12,964.42,50,2.74463866485248,97.47,48221.0
Bio-Composite Food Storage Container,Food Packaging,Bio-Composite,219.73,883.07,38,4.297035261977391,54.35,44153.5
Agro-Waste Fiber High-Gloss Skincare Tube,Cosmetics,Agro-Waste Fiber,261.86,776.22,52,1.7327033106656549,63.98,38811.0
Composite Engineered Application Unit,Furniture,Composite,879.88,307.34,87,9.094680437866366,34.7,15367.0
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,725.82,859.01,88,9.625473151298385,53.39,42950.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,218.49,495.37,39,3.1511068858009708,3.51,24768.5
Composite Compostable Meal Tray,Food Packaging,Composite,50.59,656.96,91,5.349896929593785,38.62,32848.0
Recycled Plastic Surgical Instrument Tray,Healthcare,Recycled Plastic,428.47,637.41,7,6.58199030132075,90.58,31870.5
Biopolymer IV Fluid Connector,Healthcare,Biopolymer,412.76,108.54,18,4.5698739337283385,60.14,5427.0
Composite Engineered Application Unit,Toys,Composite,486.78,62.12,50,7.388321488246833,49.08,3106.0
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,810.28,980.08,58,8.505242769579457,49.69,49004.0
Recycled Plastic Modular Decking Board,Construction,Recycled Plastic,234.27,371.14,5,5.5119526662372245,39.6,18557.0
Bioplastic Engineered Application Unit,Toys,Bioplastic,433.89,132.42,19,4.694231363304214,74.9,6621.0
Natural Fiber Food Storage Container,Food Packaging,Natural Fiber,265.8,708.01,11,2.651992246409355,37.19,35400.5
Composite High-Gloss Skincare Tube,Cosmetics,Composite,102.67,748.45,80,5.754065610906692,14.3,37422.5
Agro-Waste Fiber Toothpaste Laminate Tube,Cosmetics,Agro-Waste Fiber,67.26,934.96,75,0.8384431471119564,92.95,46748.0
Natural Fiber Specimen Collection Container,Healthcare,Natural Fiber,722.82,346.04,41,4.76490093232886,83.53,17302.0
Bioplastic Modular Decking Board,Construction,Bioplastic,595.99,899.45,28,5.5692907221618295,99.41,44972.5
Recycled Metal Sterile Injection Syringe,Healthcare,Recycled Metal,138.11,658.51,97,6.8079615069189074,48.13,32925.5
Bioplastic Surgical Instrument Tray,Healthcare,Bioplastic,183.71,810.55,51,3.419859731560908,56.18,40527.5
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,293.69,531.93,89,3.07693479390642,44.54,26596.5
Recycled Metal Acoustic Dampening Board,Home Appliances,Recycled Metal,24.37,34.57,67,5.96005722141484,29.86,1728.5
Recycled Fiber Specimen Collection Container,Healthcare,Recycled Fiber,335.74,669.3,91,3.4902810864636713,34.64,33465.0
Plant-Based Engineered Application Unit,Electronics,Plant-Based,66.69,294.95,100,1.5319756205958859,28.39,14747.5
Composite Engineered Application Unit,Automotive,Composite,92.76,209.18,63,5.194814442586965,47.01,10459.0
