Product,category_name,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_kg_per_kg,recyclability_percent,Material_Cost_INR
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,722.72,298.85,94,1.62,51.87,14942.5
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,482.93,771.94,12,3.07,75.33,38597
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,91.92,963.65,6,2,72.84,48182.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,686.33,851,3,2.13,64.72,42550
Recycled Fiber Surgical Instrument Tray,Healthcare,Recycled Fiber,232.54,437.57,22,4.08,59.24,21878.5
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,523.94,750.76,75,1.06,46.02,37538
Biopolymer Engineered Application Unit,Textiles,Biopolymer,599.64,175.37,78,2.64,81.87,8768.5
Natural Fiber Specimen Collection Container,Healthcare,Natural Fiber,32.68,352.62,59,1.43,1.32,17631
Bioplastic Modular Decking Board,Construction,Bioplastic,291.8,14.66,40,1.51,48.75,733
Recycled Plastic Structural Wall Panel,Construction,Recycled Plastic,360.54,897.91,84,1.16,42.24,44895.5
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,577.54,194.25,13,1.96,41.18,9712.5
Bioplastic IV Fluid Connector,Healthcare,Bioplastic,317.16,605.6,80,3.12,55.46,30280
Biopolymer Acoustic Dampening Board,Home Appliances,Biopolymer,614.23,812.43,23,4.61,70.4,40621.5
Recycled Plastic Reinforced Roofing Sheet,Construction,Recycled Plastic,573.58,533.87,72,4.01,8.61,26693.5
Plant-Based Engineered Application Unit,Furniture,Plant-Based,716.48,392.1,81,3.26,52.56,19605
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,33.75,62.44,8,1.55,86.23,3122
Bio-Composite Surgical Instrument Tray,Healthcare,Bio-Composite,366.73,473.34,47,0.36,63.53,23667
Plant-Based Engineered Application Unit,Furniture,Plant-Based,587.32,179.57,5,4.02,23.03,8978.5
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,437.78,461.1,70,1.09,48.94,23055
Bioplastic Reinforced Roofing Sheet,Construction,Bioplastic,11.03,677.35,14,2.4,86.13,33867.5
Bioplastic Engineered Application Unit,Electronics,Bioplastic,197.13,107.41,1,1.17,27.96,5370.5
Plant-Based Sterile Injection Syringe,Healthcare,Plant-Based,286.62,42.83,7,1.87,25.97,2141.5
Recycled Plastic Surgical Instrument Tray,Healthcare,Recycled Plastic,84.28,562.55,90,3.45,60.3,28127.5
Recycled Plastic Thermal Insulation Slab,Construction,Recycled Plastic,112.77,661.78,49,1.47,74.87,33089
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,749.35,245.11,18,2.97,0.64,12255.5
Plant-Based Engineered Application Unit,Toys,Plant-Based,389.48,701.84,58,3.52,85.55,35092
Bio-Composite Medical Dose Dispenser,Healthcare,Bio-Composite,863.33,476.88,6,0.72,45.48,23844
Bioplastic Appliance Housing Panel,Home Appliances,Bioplastic,808.47,493.13,25,2.34,56.7,24656.5
Plant-Based Thermal Insulation Insert,Home Appliances,Plant-Based,375.35,527.14,89,3.98,67.7,26357
Composite Engineered Application Unit,Automotive,Composite,83.29,668.76,97,4.1,5.68,33438
Recycled Fiber Exterior Cladding Panel,Construction,Recycled Fiber,299.63,98.89,19,2.69,77.1,4944.5
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,501.75,595.12,96,1.55,72.09,29756
Natural Fiber Dual-Layer Cosmetic Tube,Cosmetics,Natural Fiber,561.99,800.6,10,1.17,38.85,40030
Biopolymer Sterile Injection Syringe,Healthcare,Biopolymer,280.83,705.7,15,4.62,36,35285
Biopolymer Thermal Insulation Insert,Home Appliances,Biopolymer,551.15,366.66,29,2.32,59.71,18333
Recycled Fiber Takeaway Clamshell Box,Food Packaging,Recycled Fiber,367.35,393.71,26,1.25,38,19685.5
Bioplastic Disposable Serving Bowl,Food Packaging,Bioplastic,343.01,847.19,87,2.12,88.88,42359.5
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,179.84,225.32,4,0.19,84.11,11266
Composite Engineered Application Unit,Toys,Composite,865.16,993.06,96,1.38,76.14,49653
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,459.48,458.31,92,2.04,70.2,22915.5
Agro-Waste Fiber Laminated Lotion Tube,Cosmetics,Agro-Waste Fiber,79.64,998.17,54,4.38,82.97,49908.5
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,689.63,44.03,57,3.07,50.24,2201.5
Biopolymer Engineered Application Unit,Automotive,Biopolymer,475.61,235.77,16,1.23,44.46,11788.5
Recycled Fiber Printed Ointment Tube,Cosmetics,Recycled Fiber,364.64,57.2,89,0.54,20.55,2860
Composite Engineered Application Unit,Furniture,Composite,181.25,112.88,74,2.08,91.97,5644
Bioplastic Barrier Cream Tube,Cosmetics,Bioplastic,368.38,445.55,69,0.36,95.9,22277.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,152.1,670.08,23,1.68,47.3,33504
Biopolymer Engineered Application Unit,Furniture,Biopolymer,268.34,732.26,23,3.1,61.3,36613
Recycled Fiber Disposable Serving Bowl,Food Packaging,Recycled Fiber,653.23,15.94,1,3.72,14.09,797
Composite Engineered Application Unit,Textiles,Composite,313.52,640.33,72,0.61,60.67,32016.5
Recycled Fiber Medical Dose Dispenser,Healthcare,Recycled Fiber,722.12,997.59,20,4.17,61.21,49879.5
Plant-Based Engineered Application Unit,Automotive,Plant-Based,544.64,481.95,74,0.47,62.1,24097.5
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,306.21,734.28,54,3.33,54.9,36714
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,101,367.72,37,2.53,7.01,18386
Recycled Metal Toothpaste Laminate Tube,Cosmetics,Recycled Metal,490.01,58.87,29,1.34,1.04,2943.5
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,643.67,472.07,94,2.08,59.33,23603.5
Bioplastic Eco Cutlery Set,Food Packaging,Bioplastic,425.37,286.95,54,1.29,53.03,14347.5
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,500.84,453.98,93,3.6,61.9,22699
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,555.34,850.59,80,3.46,68.96,42529.5
Composite Thermal Insulation Slab,Construction,Composite,515.53,690.86,24,3.3,43.3,34543
Natural Fiber Exterior Cladding Panel,Construction,Natural Fiber,371.78,122.07,59,4.3,90.23,6103.5
Biopolymer Engineered Application Unit,Automotive,Biopolymer,5.91,301.7,80,0.8,2.42,15085
Biopolymer Modular Decking Board,Construction,Biopolymer,341.57,218.54,77,1.42,85.39,10927
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,160.72,370.4,79,1.14,83.63,18520
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,118.94,232.56,35,4.36,86.76,11628
Agro-Waste Fiber Thermal Insulation Slab,Construction,Agro-Waste Fiber,491.78,911.23,20,4.79,85.05,45561.5
Composite Exterior Cladding Panel,Construction,Composite,739.26,472.01,93,4.56,72.25,23600.5
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,254.29,344.29,17,2.44,8.15,17214.5
Bio-Composite Eco Cutlery Set,Food Packaging,Bio-Composite,128.16,746.92,14,2.59,76.66,37346
Bio-Composite Compostable Meal Tray,Food Packaging,Bio-Composite,676.31,171.18,19,4.65,66.38,8559
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,314.9,712.96,64,4.36,94.42,35648
Biopolymer Motor Support Frame,Home Appliances,Biopolymer,409.21,84.12,19,4.34,39.71,4206
Bio-Composite Acoustic Dampening Board,Home Appliances,Bio-Composite,581.26,399.78,86,3.29,57.94,19989
Agro-Waste Fiber Specimen Collection Container,Healthcare,Agro-Waste Fiber,882.26,284.24,83,3.18,92.9,14212
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,258.35,243.93,31,3.11,39.23,12196.5
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,776.73,653.2,22,4.57,16.73,32660
Composite Engineered Application Unit,Textiles,Composite,612.83,320.92,49,3.69,19.87,16046
Recycled Metal IV Fluid Connector,Healthcare,Recycled Metal,844.92,685.06,6,1.09,86.97,34253
Biopolymer Diagnostic Cartridge,Healthcare,Biopolymer,601.6,554.53,59,1.15,2.57,27726.5
Plant-Based Specimen Collection Container,Healthcare,Plant-Based,196.75,481.89,16,3.29,84.44,24094.5
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,317.02,335.05,50,3.04,69.11,16752.5
Recycled Plastic Structural Wall Panel,Construction,Recycled Plastic,505.49,783.44,14,1.34,90.9,39172
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,484.72,969.63,64,0.73,57.82,48481.5
Natural Fiber IV Fluid Connector,Healthcare,Natural Fiber,713.42,535.67,37,4.56,11.46,26783.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,671.05,703.97,69,4.38,80.78,35198.5
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,587.39,841.53,26,4.18,23.1,42076.5
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,461.99,682.74,93,1.46,28.67,34137
Natural Fiber Sterile Injection Syringe,Healthcare,Natural Fiber,542.15,972.68,57,1.21,30.48,48634
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,33.42,401.82,7,1.24,81.88,20091
Bioplastic Thermal Insulation Slab,Construction,Bioplastic,151.68,349.9,43,2.08,6.55,17495
Bio-Composite Acoustic Dampening Board,Home Appliances,Bio-Composite,853,341.21,60,1.36,22.8,17060.5
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,9.09,782.08,93,1.65,98.41,39104
Bio-Composite Modular Decking Board,Construction,Bio-Composite,133.01,36.05,69,0.62,44.05,1802.5
Bio-Composite Structural Wall Panel,Construction,Bio-Composite,429.06,817.04,51,0.85,22.61,40852
Recycled Fiber Laminated Lotion Tube,Cosmetics,Recycled Fiber,257.82,128.05,56,3.67,24.14,6402.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,751.99,472.17,4,0.9,97.86,23608.5
Plant-Based Engineered Application Unit,Automotive,Plant-Based,491.73,479.27,93,4.62,6.6,23963.5
Recycled Metal Reinforced Roofing Sheet,Construction,Recycled Metal,844.82,33.01,87,3.4,55.14,1650.5
Composite Engineered Application Unit,Automotive,Composite,855.77,262.41,30,3.91,89.13,13120.5
Composite Engineered Application Unit,Textiles,Composite,476.68,356.58,50,1.06,85.9,17829
Recycled Plastic Surgical Instrument Tray,Healthcare,Recycled Plastic,410.6,835.91,58,2.48,1.2,41795.5
Agro-Waste Fiber High-Gloss Skincare Tube,Cosmetics,Agro-Waste Fiber,100.72,700.71,39,3.35,9.51,35035.5
Recycled Fiber Diagnostic Cartridge,Healthcare,Recycled Fiber,560.18,215.7,99,2.67,30.66,10785
Plant-Based Reinforced Roofing Sheet,Construction,Plant-Based,366.08,26.31,8,0.38,49.49,1315.5
Bio-Composite Modular Decking Board,Construction,Bio-Composite,284.68,9.88,86,3.99,63.12,494
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,377.43,392.98,69,3.43,1.84,19649
Composite Engineered Application Unit,Textiles,Composite,732.72,244.13,15,2.99,47.87,12206.5
Natural Fiber Motor Support Frame,Home Appliances,Natural Fiber,16.73,385.83,82,4.55,86.74,19291.5
Bioplastic Engineered Application Unit,Textiles,Bioplastic,56.7,308.75,90,2.78,53.3,15437.5
Recycled Plastic Printed Ointment Tube,Cosmetics,Recycled Plastic,40.34,957.53,28,3.74,84.34,47876.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,599.54,425.98,2,1.12,69.58,21299
Bioplastic Appliance Housing Panel,Home Appliances,Bioplastic,491.16,22.57,54,1.03,82.49,1128.5
Plant-Based Engineered Application Unit,Electronics,Plant-Based,320.19,341.93,10,4.94,61.2,17096.5
Bio-Composite Takeaway Clamshell Box,Food Packaging,Bio-Composite,381.03,101.14,29,3.56,31.87,5057
Recycled Metal Diagnostic Cartridge,Healthcare,Recycled Metal,62.44,901.92,50,4.86,10.56,45096
Recycled Plastic Specimen Collection Container,Healthcare,Recycled Plastic,252.64,256.98,99,2.09,8.09,12849
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,584.11,300.44,82,1.94,1.88,15022
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,6.48,207.97,9,2.47,90.05,10398.5
Plant-Based Engineered Application Unit,Furniture,Plant-Based,757.79,652.86,80,4.34,90.56,32643
Recycled Metal Motor Support Frame,Home Appliances,Recycled Metal,338.17,528.52,48,0.17,47.95,26426
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,117.29,187.41,15,4.81,21.52,9370.5
Bioplastic Rear Casing Structure,Home Appliances,Bioplastic,178.49,889.44,69,2.8,82.21,44472
Recycled Metal Internal Support Chassis,Home Appliances,Recycled Metal,630.01,186.91,69,2.91,13.26,9345.5
Natural Fiber Appliance Housing Panel,Home Appliances,Natural Fiber,155.53,864.82,21,4.71,11.38,43241
Recycled Fiber Food Storage Container,Food Packaging,Recycled Fiber,605.98,136.46,39,1.72,67.48,6823
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,156.08,126.13,90,4.24,66.83,6306.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,143.22,244.39,56,1.81,49.43,12219.5
Recycled Fiber Fresh Produce Crate,Food Packaging,Recycled Fiber,30.56,271.69,27,1.69,87.05,13584.5
Bio-Composite Eco Cutlery Set,Food Packaging,Bio-Composite,843.15,444.34,8,2.92,32.58,22217
Composite Engineered Application Unit,Automotive,Composite,518.27,174.81,58,1.18,58.41,8740.5
Recycled Metal Laminated Lotion Tube,Cosmetics,Recycled Metal,562.58,168.64,14,4.5,45.95,8432
Bioplastic Engineered Application Unit,Furniture,Bioplastic,8.52,632.5,27,4.02,64.01,31625
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,525.22,233.98,26,3.36,24.52,11699
Recycled Plastic Rear Casing Structure,Home Appliances,Recycled Plastic,411.23,494.16,82,3.03,2.95,24708
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,890.72,717.73,34,3,96.37,35886.5
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,50.87,44.6,87,1.22,38,2230
Natural Fiber Thermal Insulation Insert,Home Appliances,Natural Fiber,534.04,673.35,28,4.42,27.69,33667.5
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,343.83,340.35,75,2.78,58.4,17017.5
Natural Fiber Toothpaste Laminate Tube,Cosmetics,Natural Fiber,195.4,394.73,86,1.36,0.94,19736.5
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,581.68,650.22,49,3.65,82.69,32511
Plant-Based Dual-Layer Cosmetic Tube,Cosmetics,Plant-Based,184.19,222.13,57,3.62,88.51,11106.5
Agro-Waste Fiber Sterile Injection Syringe,Healthcare,Agro-Waste Fiber,504.21,154.32,92,2.17,92.59,7716
Biopolymer Engineered Application Unit,Toys,Biopolymer,896.95,781.82,52,2.02,6.7,39091
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,516.25,364.9,93,2.54,42.32,18245
Plant-Based Diagnostic Cartridge,Healthcare,Plant-Based,290.67,92.57,9,0.84,46.13,4628.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,855.96,802.52,57,2.81,29.6,40126
Bioplastic Modular Decking Board,Construction,Bioplastic,70.1,619.93,25,1.38,57.09,30996.5
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,370.25,84.47,49,1.73,87.1,4223.5
Bio-Composite Thermal Insulation Insert,Home Appliances,Bio-Composite,356.56,871.54,64,0.43,63.92,43577
Recycled Fiber High-Gloss Skincare Tube,Cosmetics,Recycled Fiber,388.76,414.05,19,3.07,1.5,20702.5
Composite Engineered Application Unit,Textiles,Composite,113.58,240.34,59,1.65,71.41,12017
Plant-Based Engineered Application Unit,Automotive,Plant-Based,733.95,999.17,38,1.95,34.51,49958.5
Bio-Composite Dual-Layer Cosmetic Tube,Cosmetics,Bio-Composite,748.08,241.41,17,1.13,50.65,12070.5
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,148.22,889.94,39,3.49,24.46,44497
Plant-Based Engineered Application Unit,Textiles,Plant-Based,849.21,370.78,70,1.64,26.35,18539
Recycled Plastic IV Fluid Connector,Healthcare,Recycled Plastic,79.59,494.15,83,2.57,25.25,24707.5
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,429.31,421.29,55,3.45,20.18,21064.5
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,548.99,95.49,24,2.22,90.52,4774.5
Recycled Metal Dual-Layer Cosmetic Tube,Cosmetics,Recycled Metal,680.41,80.34,38,3.97,69.2,4017
Bio-Composite Sterile Injection Syringe,Healthcare,Bio-Composite,589.92,110.56,65,0.19,42.83,5528
Bioplastic Engineered Application Unit,Automotive,Bioplastic,370.49,947.74,52,0.7,14.23,47387
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,468.61,393.95,39,3.22,72.01,19697.5
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,562.57,516.99,46,2.09,83.36,25849.5
Plant-Based Engineered Application Unit,Electronics,Plant-Based,335.01,284.98,97,0.69,92.32,14249
Recycled Metal Medical Dose Dispenser,Healthcare,Recycled Metal,596.81,952.03,52,1.96,39.96,47601.5
Biopolymer Compostable Meal Tray,Food Packaging,Biopolymer,379.14,482.29,59,1.03,61.39,24114.5
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,303.56,735.34,100,1.74,79.59,36767
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,165.07,349.91,44,2.96,42.16,17495.5
Natural Fiber Exterior Cladding Panel,Construction,Natural Fiber,400.39,276.12,37,1.5,13.7,13806
Composite Rear Casing Structure,Home Appliances,Composite,141.32,969.12,73,0.31,13.68,48456
Bioplastic Eco Cutlery Set,Food Packaging,Bioplastic,437.73,211.79,37,2.91,61.26,10589.5
Composite Engineered Application Unit,Furniture,Composite,417.08,259.78,58,4.21,63.97,12989
Biopolymer Engineered Application Unit,Electronics,Biopolymer,167.75,870.25,71,0.83,54.52,43512.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,314.22,704.28,30,0.59,98.42,35214
Recycled Plastic Disposable Serving Bowl,Food Packaging,Recycled Plastic,69.32,656.2,7,3.24,89.49,32810
Biopolymer Reinforced Roofing Sheet,Construction,Biopolymer,468.17,532.37,99,1.68,3.69,26618.5
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,207.81,241.82,1,1.41,48.14,12091
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,750.52,740.16,9,1.98,65.43,37008
Bio-Composite Food Storage Container,Food Packaging,Bio-Composite,175.61,107.21,27,2.58,13.44,5360.5
Agro-Waste Fiber High-Gloss Skincare Tube,Cosmetics,Agro-Waste Fiber,378.99,390.06,99,4.11,53.46,19503
Bio-Composite Acoustic Dampening Board,Home Appliances,Bio-Composite,569.98,174.23,39,4.73,54.8,8711.5
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,632.5,191.2,72,2.05,46.2,9560
Natural Fiber Modular Decking Board,Construction,Natural Fiber,423.17,273.55,62,0.89,11.06,13677.5
Composite Engineered Application Unit,Furniture,Composite,610.81,217.76,7,1.77,56.03,10888
Composite Food Storage Container,Food Packaging,Composite,93.71,922.45,65,2.03,34.34,46122.5
Recycled Fiber Motor Support Frame,Home Appliances,Recycled Fiber,287.36,929.79,98,0.76,47.6,46489.5
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,287.08,978.05,72,3.37,16.27,48902.5
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,403.79,17.72,95,4.49,59.68,886
Recycled Metal Medical Dose Dispenser,Healthcare,Recycled Metal,397.15,166.45,61,0.47,74.24,8322.5
Bio-Composite Sterile Injection Syringe,Healthcare,Bio-Composite,70.34,387.03,89,3.59,57.75,19351.5
Natural Fiber Laminated Lotion Tube,Cosmetics,Natural Fiber,514.61,94.88,84,1.9,9.35,4744
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,738.14,685.24,44,3.3,32.58,34262
Recycled Plastic Diagnostic Cartridge,Healthcare,Recycled Plastic,89.29,593.24,1,1.35,72.15,29662
Natural Fiber Fresh Produce Crate,Food Packaging,Natural Fiber,296.01,140.37,22,4.16,84.97,7018.5
Plant-Based Dual-Layer Cosmetic Tube,Cosmetics,Plant-Based,764.56,423.82,20,4.17,95.2,21191
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,451.62,606.98,7,4.53,97.22,30349
Bio-Composite Surgical Instrument Tray,Healthcare,Bio-Composite,261.91,956.39,9,3.94,70.04,47819.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,642.61,46.2,9,4.49,68.15,2310
Plant-Based Engineered Application Unit,Electronics,Plant-Based,396.92,948.31,84,4.04,75.24,47415.5
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,557.38,23.6,7,3.98,98.31,1180
Recycled Metal Internal Support Chassis,Home Appliances,Recycled Metal,419.23,738.08,91,4.97,77.08,36904
Composite Engineered Application Unit,Furniture,Composite,521.23,934.52,55,3.51,81.28,46726
Bio-Composite Laminated Lotion Tube,Cosmetics,Bio-Composite,280.72,220.27,22,1.33,51.24,11013.5
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,520.43,248.3,92,3.89,71.52,12415
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,497.87,717.5,53,4.42,31.7,35875
Recycled Metal Reinforced Roofing Sheet,Construction,Recycled Metal,578.57,609.4,54,3.77,33.59,30470
Recycled Fiber Modular Decking Board,Construction,Recycled Fiber,191.45,32.08,72,3.97,43.2,1604
Plant-Based Engineered Application Unit,Electronics,Plant-Based,184.33,92.5,64,2.69,2.84,4625
Recycled Plastic Thermal Insulation Insert,Home Appliances,Recycled Plastic,329.26,246.89,65,2.59,30.62,12344.5
Bioplastic Takeaway Clamshell Box,Food Packaging,Bioplastic,838.59,232.15,39,4.54,59.68,11607.5
Plant-Based Engineered Application Unit,Furniture,Plant-Based,457.43,824.55,11,0.64,62.75,41227.5
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,824.51,455.3,11,4.45,61.01,22765
Bioplastic Engineered Application Unit,Electronics,Bioplastic,722.82,810.79,36,1.95,44.23,40539.5
Agro-Waste Fiber Appliance Housing Panel,Home Appliances,Agro-Waste Fiber,777.74,351.59,99,2.88,20.48,17579.5
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,176.48,436.66,53,2.36,33.51,21833
Bioplastic Motor Support Frame,Home Appliances,Bioplastic,819.33,140.13,32,4.82,50.43,7006.5
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,697.97,750.53,56,1.83,39.11,37526.5
Agro-Waste Fiber Reinforced Roofing Sheet,Construction,Agro-Waste Fiber,28.7,913.94,97,1.96,61.05,45697
Bioplastic Engineered Application Unit,Electronics,Bioplastic,130.7,179.16,79,3.65,30.27,8958
Recycled Plastic Appliance Housing Panel,Home Appliances,Recycled Plastic,671.28,346.7,34,1.69,3.49,17335
Bio-Composite Laminated Lotion Tube,Cosmetics,Bio-Composite,754.41,585.62,6,3.77,21.07,29281
Natural Fiber Motor Support Frame,Home Appliances,Natural Fiber,130.67,307.45,19,2.74,42.91,15372.5
Recycled Plastic Exterior Cladding Panel,Construction,Recycled Plastic,597.12,430.42,58,3.31,85.49,21521
Biopolymer Specimen Collection Container,Healthcare,Biopolymer,582.55,876.9,94,2.12,36.55,43845
Recycled Metal Medical Dose Dispenser,Healthcare,Recycled Metal,156.08,479.91,38,0.61,93.12,23995.5
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,512.09,990.24,84,0.74,64.75,49512
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,636.22,941.47,43,3.66,47.22,47073.5
Recycled Fiber Motor Support Frame,Home Appliances,Recycled Fiber,678.13,691.95,66,0.68,47.01,34597.5
Natural Fiber Disposable Serving Bowl,Food Packaging,Natural Fiber,325.61,974.99,51,4.67,95.51,48749.5
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,46.81,890.12,68,1.3,15.24,44506
Biopolymer Engineered Application Unit,Electronics,Biopolymer,289.01,617.34,54,4.5,67.3,30867
Biopolymer Engineered Application Unit,Toys,Biopolymer,483.59,176.63,99,2.42,87.04,8831.5
Recycled Fiber Surgical Instrument Tray,Healthcare,Recycled Fiber,104.58,998.39,10,4.98,30.51,49919.5
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,243.24,122.42,35,1.8,8.39,6121
Recycled Plastic Exterior Cladding Panel,Construction,Recycled Plastic,858.16,619.53,12,0.63,55.83,30976.5
Plant-Based Engineered Application Unit,Automotive,Plant-Based,88.3,574.16,88,2.6,72.51,28708
Recycled Metal Eco Cutlery Set,Food Packaging,Recycled Metal,211.14,506.23,52,3.19,0.74,25311.5
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,357.04,241.77,69,4.14,10.96,12088.5
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,494.09,536.81,94,3,50.28,26840.5
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,458.76,362.9,11,0.1,25.83,18145
Natural Fiber Toothpaste Laminate Tube,Cosmetics,Natural Fiber,837.68,293.63,12,1.2,76.7,14681.5
Natural Fiber Printed Ointment Tube,Cosmetics,Natural Fiber,550.75,875.42,50,4.6,32.62,43771
Plant-Based Modular Decking Board,Construction,Plant-Based,291.74,566.32,40,0.34,49.51,28316
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,731.61,849.12,42,3.93,56.39,42456
Recycled Fiber Load-Bearing Partition Board,Construction,Recycled Fiber,216,128.37,44,0.26,98.93,6418.5
Composite Engineered Application Unit,Textiles,Composite,313.87,763.24,78,2.64,1.22,38162
Natural Fiber Disposable Serving Bowl,Food Packaging,Natural Fiber,703,202.07,4,2.36,10.88,10103.5
Biopolymer Engineered Application Unit,Furniture,Biopolymer,488.89,101.46,9,1.41,15.75,5073
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,433.47,287.27,71,2.94,56.65,14363.5
Bio-Composite Structural Wall Panel,Construction,Bio-Composite,199.56,411.65,9,3.65,77.06,20582.5
Biopolymer Food Storage Container,Food Packaging,Biopolymer,562.8,693.2,76,1.63,35.07,34660
Agro-Waste Fiber Motor Support Frame,Home Appliances,Agro-Waste Fiber,517.69,721.58,49,0.8,45.94,36079
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,866.91,218.02,80,0.92,81.46,10901
Biopolymer Specimen Collection Container,Healthcare,Biopolymer,804.62,708.62,4,1.76,9.85,35431
Plant-Based Engineered Application Unit,Textiles,Plant-Based,161.51,368.92,81,1.44,92.69,18446
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,164.05,969.96,55,3.39,21.35,48498
Plant-Based Engineered Application Unit,Textiles,Plant-Based,729.17,223.67,41,2.59,72.65,11183.5
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,315.34,750.15,59,3.39,79.93,37507.5
Bio-Composite Disposable Serving Bowl,Food Packaging,Bio-Composite,780.46,820.73,44,1.61,50.23,41036.5
Bio-Composite Fresh Produce Crate,Food Packaging,Bio-Composite,482.08,316.61,97,3.01,58.22,15830.5
Natural Fiber Eco Cutlery Set,Food Packaging,Natural Fiber,720.19,205.19,42,0.78,28.73,10259.5
Composite Engineered Application Unit,Furniture,Composite,334.57,331.91,8,3.94,32.55,16595.5
